label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
r,0.5004896521568300,0.8402023315429690,7.13996939794015E-07,0.5824881792068480,0.7200022339820860,-0.09059273451566700,0.5910542011260990,0.5568734407424930,-0.07953804731369020,0.4833945035934450,0.4442596733570100,-0.05451791733503340,0.38813555240631100,0.36888614296913100,-0.018183201551437400,0.6234037280082700,0.4256279468536380,0.039304185658693300,0.5785780549049380,0.2729074954986570,0.030055781826376900,0.5351417660713200,0.16689267754554700,0.0115629518404603,0.4952605366706850,0.08044752478599550,-0.0027165240608155700,0.5382864475250240,0.43233272433280900,0.059310514479875600,0.5425583124160770,0.2549697756767270,0.05024213343858720,0.5397080183029180,0.14726030826568600,0.025334494188427900,0.5302231311798100,0.05699929594993590,0.012593017891049400,0.45281487703323400,0.4698629677295690,0.05819554999470710,0.39414095878601100,0.36094698309898400,-0.019054384902119600,0.41557037830352800,0.46113961935043300,-0.0704665556550026,0.44325366616249100,0.5243684649467470,-0.07565001398324970,0.37376946210861200,0.5260346531867980,0.05073687061667440,0.33111074566841100,0.4272913634777070,-0.02863798849284650,0.3519970774650570,0.48823311924934400,-0.06210445985198020,0.3798658847808840,0.544582724571228,-0.06980521976947780
r,0.5156422257423400,0.8547585010528560,6.14880036664545E-07,0.610580325126648,0.7229269742965700,-0.06780220568180080,0.6253423690795900,0.55025714635849,-0.0652322769165039,0.5157359838485720,0.4360086917877200,-0.05705149099230770,0.4121450185775760,0.366499662399292,-0.040326111018657700,0.6116711497306820,0.4198359549045560,0.03214476257562640,0.5725823044776920,0.255187064409256,0.011438359506428200,0.5261728167533880,0.15365907549858100,-0.014685762114822900,0.4758865237236020,0.06448844075202940,-0.034426771104335800,0.526130199432373,0.43374204635620100,0.03561880812048910,0.525693416595459,0.25124692916870100,0.016906166449189200,0.5204485654830930,0.15202319622039800,-0.010190634056925800,0.5019212365150450,0.054294854402542100,-0.02649098075926300,0.44126009941101100,0.47791144251823400,0.022401781752705600,0.3884773850440980,0.36124399304390000,-0.05246378481388090,0.436484694480896,0.4772501289844510,-0.08622710406780240,0.476634681224823,0.5472950339317320,-0.08370129764080050,0.3617449998855590,0.5354182124137880,0.004011348821222780,0.31771302223205600,0.4338521957397460,-0.06245783343911170,0.35575005412101700,0.49806517362594600,-0.07724504172801970,0.39570102095603900,0.5516899824142460,-0.07560179382562640
r,0.500757098197937,0.8811867237091060,1.4352287962538E-06,0.6137596368789670,0.8124140501022340,-0.06854426860809330,0.66884446144104,0.6487025022506710,-0.09369918704032900,0.5867761373519900,0.5248440504074100,-0.11684087663888900,0.4808890223503110,0.46114736795425400,-0.13612483441829700,0.5919017195701600,0.4629119038581850,-0.044563259929418600,0.6000227928161620,0.29605767130851700,-0.08981256186962130,0.5958943367004400,0.18443885445594800,-0.11806011945009200,0.5865883231163030,0.09112754464149480,-0.13440626859664900,0.4940970838069920,0.4695371091365810,-0.05426190048456190,0.5162939429283140,0.2731209993362430,-0.10891097038984300,0.546359121799469,0.15057528018951400,-0.14225409924984000,0.5576587915420530,0.04761555790901180,-0.15388254821300500,0.4069395363330840,0.5143375992774960,-0.07223004847764970,0.43089616298675500,0.4451931416988370,-0.1765471249818800,0.490202933549881,0.5628712177276610,-0.1977967619895940,0.5124791860580440,0.650835394859314,-0.17686906456947300,0.32572412490844700,0.583768904209137,-0.09357105940580370,0.37581926584243800,0.5197620391845700,-0.1789526641368870,0.44195204973220800,0.610255777835846,-0.17922471463680300,0.47306397557258600,0.6903106570243840,-0.1564662605524060
r,0.5072036981582640,0.9377221465110780,9.04838941551134E-07,0.6196630597114560,0.8233109712600710,-0.06163812801241880,0.6590409278869630,0.6427831649780270,-0.07231516391038900,0.5504589080810550,0.5244414210319520,-0.0834924727678299,0.4275405704975130,0.4698384702205660,-0.09155066311359410,0.6070573329925540,0.46066686511039700,0.009439339861273770,0.5692464113235470,0.29196810722351100,-0.026113081723451600,0.5269814133644100,0.17449620366096500,-0.06221284344792370,0.4738771319389340,0.06931906938552860,-0.08877871930599210,0.5122127532958980,0.47575902938842800,-0.0033667320385575300,0.5223906636238100,0.28861647844314600,-0.04171185567975040,0.5226297974586490,0.17773666977882400,-0.07917173951864240,0.5038809776306150,0.06931868195533750,-0.09938941895961760,0.4213159382343290,0.5308226346969600,-0.029318436980247500,0.39121192693710300,0.4286174178123470,-0.11960233002901100,0.44239068031311000,0.5542839765548710,-0.14849668741226200,0.476640909910202,0.635448157787323,-0.13834017515182500,0.33315855264663700,0.6069204211235050,-0.05979859456419950,0.3106907308101650,0.5100429058074950,-0.13114190101623500,0.36378204822540300,0.5889369249343870,-0.13322500884532900,0.4083610475063320,0.6589793562889100,-0.11877188831567800
r,0.5191034078598020,0.9396915435791020,8.52861489875068E-07,0.6266246438026430,0.82373046875,-0.06054925546050070,0.6603140234947210,0.6430845260620120,-0.06765283644199370,0.550713062286377,0.5271283984184270,-0.07476921379566190,0.432904452085495,0.46835654973983800,-0.07788658887147900,0.6107053160667420,0.4621722400188450,0.013835929334163700,0.565557062625885,0.2944241166114810,-0.021070213988423300,0.5216367244720460,0.17852401733398400,-0.05553750693798070,0.46691593527793900,0.07615643739700320,-0.08057834953069690,0.5151050090789800,0.4770822823047640,0.0007540238439105450,0.5164490342140200,0.2853354215621950,-0.03828147426247600,0.513372004032135,0.179307222366333,-0.07484062016010280,0.49206429719924900,0.07496881484985350,-0.09263229370117190,0.4257451295852660,0.5324969291687010,-0.025742562487721400,0.39073559641838100,0.4357936680316930,-0.1160358414053920,0.44367337226867700,0.5633813738822940,-0.14425833523273500,0.48285776376724200,0.6411782503128050,-0.13329657912254300,0.3394176959991460,0.6105195879936220,-0.056893110275268600,0.30737701058387800,0.5209009647369390,-0.13113290071487400,0.36306503415107700,0.6005054712295530,-0.13604365289211300,0.4151100516319280,0.6674576997756960,-0.12307853996753700
r,0.5064607858657840,0.8993270993232730,9.98219547909685E-07,0.6018788814544680,0.799268364906311,-0.053292013704776800,0.6250585317611690,0.6053202748298650,-0.06203737109899520,0.5207712650299070,0.4838253855705260,-0.07155550271272660,0.411126971244812,0.4156457781791690,-0.0775916799902916,0.619761049747467,0.4680019021034240,0.0005542004364542660,0.5919480919837950,0.2983337640762330,-0.03176872432231900,0.5625143647193910,0.1846952736377720,-0.059812162071466400,0.5279446840286260,0.08646157383918760,-0.08146780729293820,0.5328068137168880,0.4811073839664460,-0.01350913941860200,0.5459240674972530,0.28316986560821500,-0.05211888253688810,0.5561517477035520,0.17045670747757000,-0.08294763416051870,0.5455870032310490,0.07115775346755980,-0.09831386059522630,0.44677653908729600,0.5295072197914120,-0.038229458034038500,0.40913212299346900,0.4022986888885500,-0.13358893990516700,0.45469680428504900,0.5118649005889890,-0.16312427818775200,0.48130467534065200,0.5928103923797610,-0.15362055599689500,0.36887773871421800,0.6021779179573060,-0.06575894355773930,0.374181866645813,0.5159910321235660,-0.1586100459098820,0.42682087421417200,0.6064870953559880,-0.17326197028160100,0.46283063292503400,0.6880977153778080,-0.16416139900684400
r,0.5261366963386540,0.9073799848556520,1.14165914055775E-06,0.6232348084449770,0.8037893772125240,-0.05021469295024870,0.6365950107574460,0.6037765741348270,-0.061551712453365300,0.5356362462043760,0.4767453968524930,-0.07286173105239870,0.4274090528488160,0.41278478503227200,-0.08151887357234960,0.612501323223114,0.4747704267501830,-0.011270901188254400,0.5856918692588810,0.3051568269729610,-0.04153290018439290,0.5576021075248720,0.19088062644004800,-0.06593188643455510,0.5244413018226620,0.09196200966835020,-0.0860208049416542,0.5279228091239930,0.487793505191803,-0.02472265623509880,0.5451698899269100,0.2813871204853060,-0.06120540201663970,0.5628635287284850,0.16526725888252300,-0.08859038352966310,0.5592303276062010,0.0704202651977539,-0.10331762582063700,0.44448596239090000,0.5368753671646120,-0.04640895873308180,0.41345077753067000,0.390080064535141,-0.13726451992988600,0.46335673332214400,0.47834035754203800,-0.16394297778606400,0.4885603189468380,0.5567160248756410,-0.15588827431201900,0.36974191665649400,0.6108207702636720,-0.0700872614979744,0.386339008808136,0.51780766248703,-0.16155247390270200,0.4482160210609440,0.6066405773162840,-0.1753731518983840,0.4883270859718320,0.6925497055053710,-0.16720418632030500
r,0.5233295559883120,0.8798582553863530,8.63334491896239E-07,0.60829097032547,0.7639221549034120,-0.09126155078411100,0.6078052520751950,0.5853164196014400,-0.10011910647153900,0.4964325726032260,0.46080565452575700,-0.10123719274997700,0.3951461911201480,0.37732577323913600,-0.09326115995645520,0.6271632313728330,0.4355645775794980,0.022955158725380900,0.5687476396560670,0.2741224765777590,-0.0010554579785093700,0.5170864462852480,0.16556572914123500,-0.030767401680350300,0.4693525433540340,0.07575848698616030,-0.05351534113287930,0.5399949550628660,0.44380244612693800,0.03633939102292060,0.5343067049980160,0.25828754901886000,0.0042064134031534200,0.5243049263954160,0.1458713412284850,-0.034079115837812400,0.5090764164924620,0.05676630139350890,-0.05532301217317580,0.454141765832901,0.48778679966926600,0.03095168247818950,0.3806052803993230,0.3778902590274810,-0.056607648730278000,0.4069284498691560,0.4696197807788850,-0.10306872427463500,0.43989887833595300,0.5461246967315670,-0.10554564744234100,0.37434399127960200,0.5468454360961910,0.01881815306842330,0.31773069500923200,0.45541828870773300,-0.05612468719482420,0.3351384103298190,0.5070592164993290,-0.08073046803474430,0.36964577436447100,0.5565663576126100,-0.08397679030895230
r,0.5198121070861820,0.8760247230529790,1.23057691325812E-06,0.6348352432250980,0.7518186569213870,-0.06773674488067630,0.6501731872558590,0.5801371335983280,-0.0829455703496933,0.5250728130340580,0.4558141529560090,-0.09722214937210080,0.40815529227256800,0.3812152147293090,-0.10591623187065100,0.6142655611038210,0.4440777003765110,0.0035635328385978900,0.5716380476951600,0.28008079528808600,-0.01956113986670970,0.5244097113609310,0.1672363579273220,-0.041939448565244700,0.4789939820766450,0.07133805751800540,-0.06204565614461900,0.5137264132499700,0.4439626634120940,0.0013809865340590500,0.5095525979995730,0.25950825214386000,-0.02441103383898740,0.5179687142372130,0.15109717845916700,-0.04748291149735450,0.5197799205780030,0.06396394968032840,-0.0630626231431961,0.42606836557388300,0.4838918149471280,-0.014001332223415400,0.37353751063346900,0.3442521095275880,-0.08818154036998750,0.42254769802093500,0.4244108498096470,-0.10896855592727700,0.4598148763179780,0.506834864616394,-0.10074079036712600,0.336969792842865,0.5489591360092160,-0.03496597707271580,0.2988024950027470,0.4266110062599180,-0.10355926305055600,0.35000312328338600,0.46710720658302300,-0.11364831775426900,0.39898279309272800,0.5328433513641360,-0.10740389674902000
r,0.5229127407073980,0.8808180689811710,7.88566808296309E-07,0.6100969314575200,0.745648980140686,-0.09453735500574110,0.6128213405609130,0.5689977407455440,-0.08921928703784940,0.5066864490509030,0.4498121738433840,-0.07174431532621380,0.4047985076904300,0.37380126118660000,-0.043519310653209700,0.6216559410095220,0.4424932599067690,0.0321829617023468,0.5759221315383910,0.2809341549873350,0.015543017536401700,0.5244015455245970,0.16980162262916600,-0.010625084862113000,0.47345608472824100,0.07669809460639950,-0.031829193234443700,0.5358440279960630,0.453914076089859,0.051559966057539000,0.5355272889137270,0.2667306661605840,0.03292049095034600,0.5284848213195800,0.15182501077652000,-0.0012968317605555100,0.5115596652030950,0.057750970125198400,-0.022975262254476500,0.4490528404712680,0.49810507893562300,0.04996930807828900,0.3825400471687320,0.37226808071136500,-0.031214088201522800,0.41607165336608900,0.46709945797920200,-0.08679677546024320,0.45179933309555100,0.5392118692398070,-0.0976886972784996,0.3661893606185910,0.5572564005851750,0.041390735656023000,0.3182845115661620,0.45314741134643600,-0.03724248707294460,0.3446930944919590,0.5045363903045650,-0.0746883675456047,0.3795175552368160,0.557206392288208,-0.08870207518339160
r,0.5162689089775090,0.9393309354782100,1.01538194030582E-06,0.6328487396240230,0.826180636882782,-0.06870399415493010,0.6624975800514220,0.6428952813148500,-0.07667447626590730,0.5527156591415410,0.5249227285385130,-0.08375778049230580,0.4297260046005250,0.4757414162158970,-0.0869491696357727,0.6068934202194210,0.47058993577957200,0.010227996855974200,0.5746971368789670,0.307522714138031,-0.022060895338654500,0.5318171977996830,0.1969624161720280,-0.05478424206376080,0.47864362597465500,0.09848061203956600,-0.07829936593770980,0.5134051442146300,0.4810968041419980,0.0022397146094590400,0.5214006304740910,0.2922145128250120,-0.03236079588532450,0.5234009027481080,0.17234471440315200,-0.06572871655225750,0.5069456100463870,0.06476485729217530,-0.08220560848712920,0.42402875423431400,0.5321382880210880,-0.020466206595301600,0.3921046257019040,0.4311656057834630,-0.11228544265031800,0.44381919503212000,0.5573871731758120,-0.14171557128429400,0.47607964277267500,0.6412968635559080,-0.1292581409215930,0.33527040481567400,0.6058464050292970,-0.0483086071908474,0.31359344720840500,0.5070164799690250,-0.1219840869307520,0.36854875087738000,0.5858142971992490,-0.1257563680410390,0.41322973370552100,0.6565124988555910,-0.11105794459581400
r,0.49547192454338100,0.9382121562957760,8.55439054703311E-07,0.6037933826446530,0.8299527168273930,-0.07085632532835010,0.6394850015640260,0.6524213552474980,-0.07792317122220990,0.5392624139785770,0.5313076972961430,-0.0822295993566513,0.42569082975387600,0.46516746282577500,-0.08103930205106740,0.623672366142273,0.47604766488075300,0.00996829941868782,0.5875176787376400,0.3067142367362980,-0.02601711079478260,0.5450442433357240,0.1856820285320280,-0.05985752120614050,0.4923829138278960,0.08206743001937870,-0.08328329026699070,0.5299844145774840,0.4834514558315280,0.004629453178495170,0.5437889099121090,0.2927684783935550,-0.03505075350403790,0.5424795746803280,0.17938804626464800,-0.06940048933029180,0.5248919129371640,0.0757017731666565,-0.08493050187826160,0.43683597445488000,0.5315356850624080,-0.01605474203825000,0.3976604640483860,0.4298419952392580,-0.11137382686138200,0.4364393353462220,0.5569130182266240,-0.14405295252800000,0.4697348177433010,0.6405578851699830,-0.1337299346923830,0.3478773236274720,0.5998629331588750,-0.04184100776910780,0.3189693093299870,0.5109496116638180,-0.12372390925884200,0.3621431887149810,0.591705858707428,-0.13580560684204100,0.40612417459487900,0.6611913442611690,-0.12628819048404700
r,0.5041155219078060,0.8461230993270870,6.51472362278582E-07,0.6050881743431090,0.7147343158721920,-0.061778441071510300,0.623756468296051,0.544547438621521,-0.059779878705740000,0.5212863087654110,0.42976975440979000,-0.055655866861343400,0.4214645028114320,0.35872089862823500,-0.04458538815379140,0.6180354356765750,0.42342373728752100,0.04047337546944620,0.5868895053863530,0.26147860288620000,0.019027121365070300,0.5429648756980900,0.15892839431762700,-0.009542668238282200,0.493481308221817,0.06827324628829960,-0.0312824472784996,0.5332081317901610,0.4330254793167110,0.03976453095674520,0.5450449585914610,0.2552134096622470,0.017691945657134100,0.5438861846923830,0.15442916750907900,-0.01428302749991420,0.5291793346405030,0.05679428577423100,-0.033973947167396500,0.44644874334335300,0.4736497700214390,0.02286769635975360,0.40196162462234500,0.3508184850215910,-0.05306187644600870,0.4445872902870180,0.46869587898254400,-0.08890345692634580,0.48033836483955400,0.5459264516830440,-0.08783344179391860,0.3623276948928830,0.5296413898468020,0.001183820771984760,0.3237026333808900,0.4247792363166810,-0.06396224349737170,0.3612764775753020,0.4888438284397130,-0.0787678211927414,0.40148991346359300,0.5470902323722840,-0.07751636207103730
r,0.5103647112846380,0.8512685298919680,6.06261835400801E-07,0.6162942051887510,0.7140549421310430,-0.05264516547322270,0.6364203691482540,0.5426377058029180,-0.054421983659267400,0.535195529460907,0.42654314637184100,-0.05680317431688310,0.43561381101608300,0.3591083884239200,-0.054642267525196100,0.6130642294883730,0.4147956371307370,0.03509683161973950,0.5809043049812320,0.25234436988830600,0.013303305953741100,0.5368636846542360,0.1501331925392150,-0.015776140615344000,0.48802071809768700,0.058952778577804600,-0.03895778954029080,0.525872528553009,0.4258486330509190,0.028630392625927900,0.5325712561607360,0.25132250785827600,0.007345739286392930,0.5318488478660580,0.156368225812912,-0.023444123566150700,0.5145400762557980,0.06424584984779360,-0.044167570769786800,0.43937838077545200,0.4703513979911800,0.00810669083148241,0.3987680673599240,0.3429546058177950,-0.06118103861808780,0.4478995203971860,0.4541696012020110,-0.09254095703363420,0.48347222805023200,0.5327309370040890,-0.09203481674194340,0.3576832115650180,0.5321999192237850,-0.01677822507917880,0.32128503918647800,0.419127881526947,-0.07617400586605070,0.3626888394355770,0.47671735286712600,-0.08776987344026570,0.40465837717056300,0.5367695093154910,-0.08596380054950710
r,0.5074717998504640,0.8925628662109380,1.07899279555568E-06,0.6317654848098760,0.7668273448944090,-0.05599851906299590,0.6574007868766790,0.5926167964935300,-0.07254983484745030,0.543513834476471,0.45558297634124800,-0.09195064753293990,0.43853724002838100,0.3820129632949830,-0.10936812311410900,0.5786846280097960,0.4574030041694640,-0.006829004269093280,0.5498954653739930,0.29185405373573300,-0.04076553136110310,0.5123146176338200,0.17421531677246100,-0.07431758940219880,0.4734225273132320,0.07176530361175540,-0.10171972215175600,0.4826103746891020,0.4553721249103550,-0.01674402877688410,0.4826911687850950,0.2673107981681820,-0.0485667809844017,0.49594977498054500,0.14713799953460700,-0.08049891889095310,0.49064764380455000,0.04831531643867490,-0.10381293296814000,0.40464842319488500,0.4924330413341520,-0.03745628148317340,0.35123908519744900,0.3527442216873170,-0.10341642796993300,0.42091289162635800,0.4267905354499820,-0.1298341602087020,0.4677206575870510,0.5102671384811400,-0.1293775588274000,0.32911616563797000,0.5546634197235110,-0.0638035386800766,0.30386853218078600,0.4252285063266750,-0.11950606852769900,0.37432533502578700,0.4535878300666810,-0.13235056400299100,0.4383202791213990,0.5157575011253360,-0.13214263319969200
